customer_id,name,gender,past_3_years_bike_related_purchases,age,job_title,job_industry_category,wealth_segment,owns_car,tenure,building_number,street_name,postcode,state,country,property_valuation,recency,frequency,monetary,RFM_rank,Segment,LTV
2058,Ronna Wickersham,Female,99,39,Database Administrator I,Argiculture,High Net Worth,No,7,9362,Grim Plaza,4702,Queensland,Australia,1,121,7,7546.98,144,At Risk,4362.774739726026
2059,Kylen Gimson,Female,21,40,Graphic Designer,N/A,High Net Worth,No,12,2,Sommers Drive,3181,Victoria,Australia,10,171,4,2702.14,111,Hibernating,762.5216986301369
2060,Constancia Akram,Female,17,58,Statistician II,Financial Services,Mass Customer,No,17,74164,Village Green Parkway,3037,Victoria,Australia,9,6,11,11179.22,555,Champions,9586.564
2061,Loralyn,Female,71,34,Technical Writer,Manufacturing,High Net Worth,No,4,623,Melody Avenue,4500,Queensland,Australia,4,133,6,8403.650000000001,134,At Risk,4858.0004109589045
2062,Guillermo Kolakovic,Male,67,41,Junior Executive,Retail,Mass Customer,No,18,9,Roth Park,4104,Queensland,Australia,7,43,5,6976.84,324,New Customers,5141.835506849315
2063,Benny Crudge,Male,55,54,Clinical Specialist,Health,Affluent Customer,No,16,18,Buhler Court,3186,Victoria,Australia,12,10,5,4125.82,522,Potential Loyalists,3221.5306849315066
2064,Reynard Jaffrey,Male,99,48,VP Marketing,Health,Mass Customer,Yes,18,4,Sachtjen Drive,4701,Queensland,Australia,3,107,5,5871.14,123,Hibernating,3056.209863013699
2065,Silvio Henrichs,Male,66,39,Technical Writer,Retail,Mass Customer,Yes,12,130,Hayes Crossing,2170,New South Wales,Australia,9,216,4,4870.0599999999995,112,Hibernating,1561.0877260273971
2066,Skipp McLarens,Male,91,48,Food Chemist,Health,High Net Worth,Yes,12,9,Logan Court,2570,New South Wales,Australia,9,91,5,6115.09,223,Hibernating,4020.881095890411
2067,Slade Mulvin,Male,81,38,Registered Nurse,Health,Mass Customer,No,17,8,Superior Hill,2153,New South Wales,Australia,10,31,8,9622.05,445,Champions,8145.790273972601
2068,Wandie Nare,Female,23,61,Account Representative I,N/A,High Net Worth,No,8,575,Katie Terrace,2835,New South Wales,Australia,1,160,5,5158.92,122,Hibernating,2883.341589041096
2069,Sol Holdron,Unknown,32,48,Software Test Engineer IV,IT,Mass Customer,Yes,11,9,Old Shore Street,4509,Queensland,Australia,7,52,6,10361.07,335,Loyal Customers,8743.039890410959
2070,Tiphany Leppington,Female,0,36,Recruiting Manager,N/A,Mass Customer,No,8,7949,Waywood Way,2318,New South Wales,Australia,7,5,9,12319.539999999999,555,Champions,11104.462082191782
2071,Ardis Ramelet,Female,69,39,N/A,N/A,Mass Customer,No,10,2982,Monterey Way,3182,Victoria,Australia,10,21,7,5340.02,443,Champions,4842.593479452055
2072,Margie Tillyer,Female,30,57,Environmental Specialist,Financial Services,Mass Customer,Yes,9,692,Leroy Parkway,3043,Victoria,Australia,9,9,13,11845.439999999999,555,Champions,11034.108493150683
2073,Linea,Female,87,43,N/A,Manufacturing,High Net Worth,Yes,10,9499,Alpine Drive,3175,Victoria,Australia,8,57,6,6343.110000000001,333,Loyal Customers,4448.866191780822
2075,Devondra Jovis,Female,95,44,Environmental Tech,Manufacturing,Mass Customer,No,8,61,Upham Parkway,4558,Queensland,Australia,4,5,4,5575.41,513,Promising,2550.9410136986303
2076,Beatriz Tweddle,Female,73,48,Assistant Manager,Manufacturing,Mass Customer,Yes,5,63832,Maple Wood Court,3172,Victoria,Australia,9,20,8,12082.72,445,Champions,11255.136438356163
2077,Tobe Lindroos,Female,67,25,Cost Accountant,Financial Services,Mass Customer,Yes,7,27,Rockefeller Plaza,4556,Queensland,Australia,8,228,3,4642.2,112,Hibernating,483.2975342465753
2078,Joice Govett,Female,15,28,Computer Systems Analyst III,Manufacturing,Mass Customer,No,3,95483,Washington Junction,2505,New South Wales,Australia,9,66,5,5509.86,223,Hibernating,4136.168876712329
2079,Eda,Female,49,61,Account Executive,N/A,High Net Worth,No,11,1396,Sugar Terrace,2145,New South Wales,Australia,10,4,3,4631.31,512,Promising,3045.2449315068493
2080,Rosamond Sainer,Female,15,58,Human Resources Assistant IV,N/A,High Net Worth,No,17,8454,Pierstorff Way,2115,New South Wales,Australia,11,163,6,6668.6,133,At Risk,3416.5156164383566
2081,Gelya Coaker,Female,69,45,Senior Editor,Financial Services,Mass Customer,No,13,2444,Aberg Hill,2067,New South Wales,Australia,12,12,5,5586.19,523,Potential Loyalists,4576.0844109589025
2082,Sybyl Beekman,Female,38,38,Legal Assistant,Health,Affluent Customer,Yes,19,73637,Nancy Street,2469,New South Wales,Australia,1,2,7,6778.84,544,Champions,6333.108054794521
2083,Karee Ortler,Female,5,37,N/A,N/A,Mass Customer,No,4,9,Beilfuss Crossing,2705,New South Wales,Australia,3,16,9,10347.279999999999,455,Champions,9581.864767123287
2084,Britni Menguy,Female,6,31,N/A,IT,Mass Customer,Yes,17,891,Mendota Junction,4127,Queensland,Australia,2,50,3,1985.07,311,New Customers,1598.9330958904109
2085,Carolynn Samsin,Female,83,61,Pharmacist,Health,Mass Customer,No,11,73,Muir Trail,3196,Victoria,Australia,7,28,3,4294.14,412,Promising,3894.1379178082198
2086,Gayle Cockerell,Male,68,21,Senior Cost Accountant,Financial Services,High Net Worth,No,1,1,Raven Circle,2450,New South Wales,Australia,7,99,3,3812.2200000000003,212,Hibernating,1942.6655342465756
2087,Yehudi Sandon,Male,76,48,Administrative Officer,IT,Mass Customer,Yes,15,6563,Susan Pass,3024,Victoria,Australia,7,56,5,6577.63,323,New Customers,5514.3966575342465
2088,Ernie Wankel,Male,2,48,Senior Financial Analyst,Financial Services,Mass Customer,Yes,14,59,Prentice Lane,4551,Queensland,Australia,7,10,6,8158.3,534,Potential Loyalists,6303.12493150685
2089,Erie Ballston,Male,93,60,Safety Technician I,Financial Services,High Net Worth,No,15,65880,Cascade Drive,2164,New South Wales,Australia,9,148,2,477.32000000000005,111,Hibernating,206.62071232876715
2090,Stanton Schimoni,Male,63,53,Help Desk Technician,Financial Services,Mass Customer,Yes,17,6632,Truax Hill,2230,New South Wales,Australia,9,164,2,1020.78,111,Hibernating,5.59331506849315
2091,Dominga Crosfield,Female,27,37,Office Assistant II,Argiculture,Mass Customer,No,9,68882,Commercial Crossing,2320,New South Wales,Australia,3,212,3,5499.04,113,Hibernating,1205.2690410958903
2092,Stavros Hazelby,Male,14,40,Safety Technician IV,Manufacturing,High Net Worth,No,18,949,Marquette Avenue,3028,Victoria,Australia,7,17,5,6764.39,424,Potential Loyalists,5837.761232876714
2093,Salem Doiley,Male,94,18,Programmer II,Financial Services,High Net Worth,No,2,9953,Kim Lane,2330,New South Wales,Australia,4,61,6,7654.84,234,At Risk,6060.955506849315
2094,Merle Pesticcio,Male,15,33,Biostatistician IV,N/A,Mass Customer,No,16,9,Pierstorff Point,4514,Queensland,Australia,6,35,5,4214.53,322,New Customers,2055.3050410958904
2095,Anette Guerreiro,Female,69,28,Account Executive,Manufacturing,Affluent Customer,No,8,158,Lindbergh Crossing,3136,Victoria,Australia,9,21,10,9988.76,455,Champions,8018.374465753425
2096,Torrie Smartman,Female,74,48,Programmer III,Telecommunications,High Net Worth,Yes,12,72,Ilene Point,2575,New South Wales,Australia,8,133,5,8229.84,124,Hibernating,4419.311342465754
2097,Web Decaze,Male,38,29,Recruiter,Telecommunications,Mass Customer,No,21,4081,Lighthouse Bay Alley,4053,Queensland,Australia,9,39,6,7726.09,334,Loyal Customers,6413.713068493151
2098,Ame Tossell,Female,82,48,Dental Hygienist,Health,High Net Worth,No,16,794,Kennedy Court,4740,Queensland,Australia,2,9,6,5472.62,533,Potential Loyalists,4453.063397260274
2099,Mikel McKechnie,Male,40,58,Senior Cost Accountant,Financial Services,High Net Worth,Yes,19,3981,Karstens Place,2570,New South Wales,Australia,8,64,7,8967.04,245,At Risk,6510.316712328768
2100,Der Blatcher,Male,34,39,Marketing Assistant,IT,Mass Customer,No,14,88039,Melody Lane,3088,Victoria,Australia,9,19,5,4288.18,422,Potential Loyalists,3383.5502465753425
2101,Maryann,Female,71,19,General Manager,N/A,Mass Customer,Yes,2,344,Rockefeller Way,3966,Victoria,Australia,2,21,9,12331.86,455,Champions,11014.209205479452
2102,Carl Penquet,Male,80,42,Senior Editor,N/A,Affluent Customer,No,5,434,Eggendart Circle,2260,New South Wales,Australia,12,18,7,7317.46,444,Champions,6014.350684931507
2103,Jayme Hendin,Male,94,42,Business Systems Development Analyst,Financial Services,Affluent Customer,No,18,0,Waubesa Alley,2265,New South Wales,Australia,6,15,10,11617.25,555,Champions,10821.547945205479
2104,Livy Roote,Female,31,38,Structural Analysis Engineer,Financial Services,Mass Customer,No,11,831,Prairieview Trail,4405,Queensland,Australia,1,81,8,7415.84,244,At Risk,5546.64197260274
2105,Terrance Goligher,Male,29,46,Food Chemist,Health,High Net Worth,Yes,6,884,Surrey Pass,3912,Victoria,Australia,7,24,5,7196.7699999999995,424,Potential Loyalists,5501.092684931506
2106,Antons Ley,Male,91,47,Project Manager,Financial Services,High Net Worth,Yes,13,60424,Bultman Terrace,2120,New South Wales,Australia,10,4,4,6782.28,514,Promising,6224.832328767123
2107,Dre Ferrillo,Female,2,25,Biostatistician IV,IT,Affluent Customer,Yes,4,882,Merry Trail,4701,Queensland,Australia,4,65,2,1941.0,211,Hibernating,414.7890410958904
2108,Michel O'Halligan,Female,41,32,Software Test Engineer IV,Property,Mass Customer,Yes,18,47878,Pond Park,4133,Queensland,Australia,3,13,3,3130.2599999999998,511,Promising,2821.5220273972595
2109,Grazia Vinson,Female,14,52,Account Representative II,Health,High Net Worth,Yes,18,7,Porter Parkway,2261,New South Wales,Australia,8,3,8,7637.12,544,Champions,6925.717041095891
2110,Gard Marris,Male,29,44,Human Resources Assistant III,Manufacturing,High Net Worth,No,14,984,Waubesa Pass,4034,Queensland,Australia,6,27,6,6518.34,433,Loyal Customers,5911.152164383562
2111,Ellis Vokes,Male,98,44,Speech Pathologist,Property,Affluent Customer,Yes,12,91933,Artisan Avenue,2753,New South Wales,Australia,9,7,9,11111.3,555,Champions,9650.087945205478
2112,Aubrie Glaum,Female,64,24,Accounting Assistant I,Financial Services,Mass Customer,Yes,6,624,Atwood Circle,2164,New South Wales,Australia,8,3,4,5958.110000000001,513,Promising,4799.135178082192
2113,Nita Bushell,Female,91,46,Internal Auditor,Manufacturing,Affluent Customer,No,17,15,Mcguire Junction,4128,Queensland,Australia,6,34,4,4987.47,312,New Customers,3375.0824383561644
2114,Erick Caveill,Male,78,63,Safety Technician III,Argiculture,High Net Worth,No,19,21,South Avenue,2076,New South Wales,Australia,11,15,6,6706.46,533,Potential Loyalists,5181.4293698630145
2115,Shannon Pflieger,Male,17,42,Food Chemist,Health,Mass Customer,Yes,17,4,Macpherson Street,3143,Victoria,Australia,4,48,2,2204.45,311,New Customers,549.602602739726
2116,Wyndham Ecob,Male,81,38,Research Associate,Financial Services,Affluent Customer,Yes,9,5965,Glacier Hill Terrace,3025,Victoria,Australia,9,106,4,5827.96,113,Hibernating,3608.545095890411
2117,Llywellyn Christall,Male,76,22,Computer Systems Analyst I,Health,Affluent Customer,No,3,556,Esch Street,2090,New South Wales,Australia,12,25,5,3925.17,422,Potential Loyalists,3441.2449315068493
2118,Ulrick Calyton,Male,29,39,Developer III,N/A,High Net Worth,No,7,25943,Montana Street,2747,New South Wales,Australia,8,136,6,6724.4,134,At Risk,3445.1035616438353
2119,Dorise Bellon,Female,51,32,Senior Cost Accountant,Financial Services,Mass Customer,No,17,2,Dawn Avenue,4118,Queensland,Australia,5,68,4,5477.6,213,Hibernating,4322.051506849315
2120,Clare Attoe,Male,80,21,Web Designer III,Manufacturing,Mass Customer,No,1,35,Harbort Way,2446,New South Wales,Australia,8,3,8,11028.33,545,Champions,10242.750328767122
2121,Clarita Jaqueminet,Female,35,28,Nurse,Financial Services,Mass Customer,Yes,22,464,Bonner Place,3012,Victoria,Australia,8,90,10,11645.45,255,At Risk,8486.821095890411
2122,Osborne Nawton,Male,85,44,Registered Nurse,Health,High Net Worth,Yes,11,899,Judy Pass,3072,Victoria,Australia,10,9,3,2891.1499999999996,511,Promising,2788.1775342465753
2123,Shirley Negal,Female,36,24,Software Engineer II,Manufacturing,Affluent Customer,No,2,43,Sunbrook Terrace,4160,Queensland,Australia,10,196,6,6196.02,133,At Risk,2563.2849863013703
2124,Damien Bartczak,Male,17,39,N/A,Retail,High Net Worth,No,18,34,Vidon Way,3037,Victoria,Australia,8,58,6,7618.68,334,Loyal Customers,4946.923726027398
2125,Laurene Linstead,Female,9,42,VP Quality Control,Financial Services,High Net Worth,No,18,85,Cody Hill,2770,New South Wales,Australia,8,14,6,4206.48,532,Potential Loyalists,3722.4466849315068
2126,Hugibert Getcliff,Male,65,59,Product Engineer,Health,Mass Customer,Yes,17,8209,Tony Plaza,2810,New South Wales,Australia,1,26,4,2963.04,411,Promising,2484.0828493150684
2127,Wanids Baudet,Female,66,43,Web Designer I,Manufacturing,Mass Customer,No,7,65675,Spenser Way,3207,Victoria,Australia,12,33,5,5437.05,423,Potential Loyalists,4170.8876712328765
2128,Gregorius Cockram,Male,31,41,Data Coordiator,Property,Affluent Customer,Yes,16,42,Saint Paul Parkway,2769,New South Wales,Australia,10,14,2,3787.46,512,Promising,3424.278904109589
2129,Barron Waszkiewicz,Male,26,37,Electrical Engineer,Manufacturing,High Net Worth,No,3,3516,Kensington Lane,2164,New South Wales,Australia,9,150,2,1411.9299999999998,111,Hibernating,336.5422191780821
2130,Evangelina Coxhell,Female,95,28,Structural Engineer,Property,High Net Worth,Yes,16,26064,Morningstar Junction,2480,New South Wales,Australia,2,2,8,9169.4,545,Champions,6305.532602739725
2131,Nettle Painter,Female,12,46,Payment Adjustment Coordinator,N/A,Mass Customer,Yes,7,686,Rusk Parkway,2566,New South Wales,Australia,8,102,6,7199.04,134,At Risk,5108.359890410958
2132,Davina Dougary,Female,16,32,Human Resources Manager,Financial Services,High Net Worth,Yes,22,7518,Canary Parkway,2145,New South Wales,Australia,9,19,8,12668.24,445,Champions,8989.244273972603
2133,Clarissa Blaisdale,Female,44,19,General Manager,Financial Services,High Net Worth,No,3,32,Spenser Crossing,2880,New South Wales,Australia,1,121,5,6553.44,123,Hibernating,4291.156602739726
2134,Crosby Ruoff,Male,16,17,Nurse,Manufacturing,Affluent Customer,No,2,654,Kim Parkway,3175,Victoria,Australia,3,82,5,6556.68,223,Hibernating,3323.248767123288
2135,Teador Laurant,Male,97,37,Structural Engineer,N/A,Mass Customer,Yes,15,0,Moose Court,2063,New South Wales,Australia,12,138,2,3174.01,111,Hibernating,1747.8794794520547
2136,Heather Golsworthy,Female,21,52,Office Assistant I,Health,High Net Worth,Yes,5,99000,Petterle Drive,2062,New South Wales,Australia,9,11,4,6269.92,513,Promising,3727.596273972603
2137,Renie,Female,46,46,Chemical Engineer,Manufacturing,Affluent Customer,No,5,549,Longview Terrace,4030,Queensland,Australia,9,21,4,4683.41,412,Promising,3490.102794520548
2138,Jonell Gon,Female,23,39,Graphic Designer,Manufacturing,High Net Worth,No,15,1861,Golf Course Circle,2216,New South Wales,Australia,8,30,8,11281.36,445,Champions,9117.811506849315
2139,Carolina Brands,Female,87,35,Accountant II,IT,Affluent Customer,Yes,7,27,Mayer Lane,3756,Victoria,Australia,7,61,5,7480.94,224,Hibernating,4488.563999999999
2140,Hilario Ramsdell,Male,59,41,Help Desk Operator,Telecommunications,High Net Worth,No,21,47336,Garrison Court,4670,Queensland,Australia,1,99,8,9047.439999999999,245,At Risk,5874.63912328767
2141,Georgie Bruggen,Female,50,53,Programmer I,Financial Services,High Net Worth,Yes,4,27,Drewry Road,2102,New South Wales,Australia,10,77,4,4820.85,212,Hibernating,1994.3790410958907
2142,Marti McComish,Female,61,38,Biostatistician IV,N/A,Affluent Customer,No,7,75581,Express Center,4503,Queensland,Australia,3,82,7,10200.02,245,At Risk,7657.001315068494
2143,Napoleon Terron,Male,53,54,Business Systems Development Analyst,N/A,High Net Worth,Yes,10,5,Fairfield Parkway,2557,New South Wales,Australia,8,28,5,5872.29,423,Potential Loyalists,5228.751369863015
2144,Maureene Kingstne,Female,12,39,Office Assistant IV,Property,Mass Customer,Yes,9,47,Kensington Avenue,2650,New South Wales,Australia,4,68,8,10452.24,245,At Risk,7101.795945205479
2145,Adrea Quittonden,Female,44,58,Librarian,Entertainment,Affluent Customer,Yes,19,9870,Brickson Park Trail,2216,New South Wales,Australia,8,195,1,748.17,111,Hibernating,0.0
2146,Timmie Lenden,Male,75,50,N/A,N/A,Mass Customer,No,13,3,Memorial Terrace,2234,New South Wales,Australia,10,51,2,2173.1099999999997,311,New Customers,1845.6550684931503
2147,Franzen Kielty,Male,42,19,Engineer IV,N/A,High Net Worth,Yes,1,4559,Sundown Trail,2148,New South Wales,Australia,8,126,3,2953.18,111,Hibernating,1626.271726027397
2148,Annis Freeth,Female,78,28,Engineer I,Manufacturing,Mass Customer,Yes,15,45613,Meadow Valley Center,3976,Victoria,Australia,6,138,4,4907.04,112,Hibernating,1357.8384657534245
2149,Lana Druce,Female,26,39,Professor,N/A,High Net Worth,No,6,2,Spaight Road,2210,New South Wales,Australia,10,12,8,5293.03,543,Champions,3378.838328767123
2150,Huntlee Pashba,Male,75,58,N/A,Retail,Affluent Customer,Yes,8,59694,1st Crossing,4503,Queensland,Australia,7,95,6,6161.6,233,At Risk,4507.252602739726
2151,Herrick Gammett,Male,9,31,N/A,Entertainment,Affluent Customer,No,6,124,Fulton Crossing,4680,Queensland,Australia,3,147,7,9369.73,145,At Risk,4800.382219178082
2152,Junina Labone,Female,40,49,Database Administrator III,Manufacturing,Mass Customer,Yes,19,2800,Dottie Trail,3071,Victoria,Australia,10,2,9,9894.84,555,Champions,7211.034082191781
2153,Jimmy,Male,22,31,Financial Analyst,Financial Services,Mass Customer,No,10,4,Mosinee Lane,4165,Queensland,Australia,5,77,8,8239.72,244,At Risk,6456.328547945205
2154,Bird Bolf,Female,86,38,Chemical Engineer,Manufacturing,High Net Worth,No,6,799,Florence Street,2089,New South Wales,Australia,9,39,6,7924.87,334,Loyal Customers,3864.7311232876714
2155,Fayth Millions,Female,24,54,Data Coordiator,N/A,Mass Customer,No,14,5882,American Ash Point,3214,Victoria,Australia,3,20,12,10114.46,455,Champions,9393.977917808217
2156,Darill Mowday,Male,96,40,Desktop Support Technician,Retail,Mass Customer,Yes,18,13852,Burning Wood Terrace,2199,New South Wales,Australia,1,114,6,6988.71,134,At Risk,3657.105780821918
2157,Alidia Petyankin,Female,52,39,Community Outreach Specialist,Property,Mass Customer,No,19,735,Eastlawn Place,4160,Queensland,Australia,8,162,2,2131.52,111,Hibernating,186.87298630136985
2158,Caesar Begbie,Male,11,57,Physical Therapy Assistant,Entertainment,Mass Customer,No,6,6,Sauthoff Court,2144,New South Wales,Australia,9,51,5,5982.3,323,New Customers,4539.99205479452
2159,Godfrey Bottini,Male,19,54,N/A,N/A,High Net Worth,Yes,6,1788,Columbus Trail,4510,Queensland,Australia,4,19,5,5111.04,422,Potential Loyalists,4130.840547945206
2160,Kettie Cantopher,Female,64,46,Recruiter,Health,Mass Customer,Yes,15,32705,Shelley Junction,3172,Victoria,Australia,8,48,6,6852.88,334,Loyal Customers,5932.904328767124
2161,Tommie Mardle,Male,35,19,N/A,Financial Services,Mass Customer,No,4,0,Delladonna Parkway,3189,Victoria,Australia,10,53,5,5998.47,323,New Customers,2218.6121917808214
2162,Andrew Blunt,Male,49,43,Paralegal,Financial Services,High Net Worth,Yes,10,79291,3rd Circle,2760,New South Wales,Australia,8,54,4,4785.389999999999,312,New Customers,3382.549643835616
2163,Tim Guilliatt,Male,41,21,VP Product Management,N/A,Mass Customer,Yes,6,8,Bunting Hill,2155,New South Wales,Australia,10,71,5,3842.24,222,Hibernating,2442.190904109589
2164,Toinette Clementson,Female,12,44,Financial Analyst,Financial Services,Mass Customer,Yes,18,63,School Plaza,2145,New South Wales,Australia,9,69,7,8585.81,244,At Risk,6492.283726027397
2165,Marlie Teesdale,Unknown,16,27,Civil Engineer,Manufacturing,Affluent Customer,No,8,134,Swallow Pass,3030,Victoria,Australia,6,1,10,9072.94,555,Champions,7954.358356164384
2166,Mareah Woodnutt,Female,78,33,Nurse,Property,Mass Customer,No,16,47204,Rigney Street,2770,New South Wales,Australia,6,59,6,6021.83,333,Loyal Customers,4784.4676712328765
2167,Laina Semorad,Female,31,20,Librarian,Entertainment,Mass Customer,No,1,9732,Swallow Way,2750,New South Wales,Australia,8,145,6,4691.02,132,At Risk,2133.450191780822
2168,Levon Woollard,Male,83,43,VP Accounting,Financial Services,Mass Customer,Yes,17,80,Cordelia Street,4061,Queensland,Australia,5,3,3,3828.1,512,Promising,3345.654520547945
2169,Jarrad Atwell,Male,80,38,Senior Financial Analyst,Financial Services,Mass Customer,No,18,88175,Center Road,2283,New South Wales,Australia,4,118,6,10330.95,135,At Risk,6821.257397260274
2170,Dewitt Laight,Male,27,54,Geological Engineer,Manufacturing,Affluent Customer,No,6,5,Muir Circle,2030,New South Wales,Australia,12,29,6,7695.75,434,Loyal Customers,6388.526712328768
2171,Laryssa Maes,Female,21,47,Pharmacist,Health,High Net Worth,No,10,6,Tennyson Place,2138,New South Wales,Australia,9,35,6,4500.04,332,Loyal Customers,3106.8769315068494
2172,Emmery Angrock,Male,6,39,Information Systems Manager,Health,Affluent Customer,Yes,13,698,Lunder Point,2016,New South Wales,Australia,10,30,4,6844.5,414,Promising,5925.649315068493
2173,Gracia McAteer,Female,27,41,Help Desk Technician,IT,Mass Customer,Yes,22,5,Dixon Junction,2340,New South Wales,Australia,2,158,4,5112.15,112,Hibernating,2577.0838356164386
2174,Rock Vickerstaff,Male,32,55,Account Executive,Argiculture,High Net Worth,No,11,5890,Comanche Trail,3429,Victoria,Australia,6,82,6,7133.88,234,At Risk,4710.315287671233
2175,Elvyn Bullas,Male,23,32,Web Developer III,Health,Mass Customer,No,13,6621,Carberry Crossing,3083,Victoria,Australia,8,59,4,4158.65,312,New Customers,2757.241917808219
2176,Josie Gallemore,Female,79,55,Accountant II,Property,High Net Worth,Yes,12,322,Scott Plaza,2170,New South Wales,Australia,5,29,3,2662.8199999999997,411,Promising,1145.3773698630137
2177,Waverly Creebo,Male,35,40,Social Worker,Health,Mass Customer,No,9,15811,La Follette Park,2770,New South Wales,Australia,7,99,5,6054.27,223,Hibernating,3831.606493150685
2178,Veriee Colthard,Female,20,63,Mechanical Systems Engineer,Retail,Mass Customer,No,12,67143,Bluejay Court,4214,Queensland,Australia,8,78,4,3531.64,211,Hibernating,1519.08898630137
2179,Benson cornhill,Male,15,57,Desktop Support Technician,Manufacturing,Mass Customer,No,17,966,Emmet Trail,3015,Victoria,Australia,10,37,7,6889.21,344,Loyal Customers,6077.604438356165
2180,Urbanus Trevaskus,Male,98,58,Chief Design Engineer,N/A,High Net Worth,Yes,13,49530,Evergreen Lane,3163,Victoria,Australia,10,81,5,6162.33,223,Hibernating,4609.085178082192
2181,Tobe Roxby,Male,99,43,Account Executive,IT,Mass Customer,Yes,8,9582,Fremont Center,2032,New South Wales,Australia,11,52,8,6274.12,343,Loyal Customers,4864.591671232877
2182,Symon Minchin,Male,47,50,Assistant Media Planner,Entertainment,High Net Worth,Yes,16,3,Declaration Circle,4350,Queensland,Australia,7,18,8,10722.16,445,Champions,9223.995178082192
2183,Jillie Fyndon,Female,61,45,Programmer Analyst IV,Manufacturing,Mass Customer,Yes,7,8142,Tomscot Drive,4132,Queensland,Australia,4,9,14,19071.32,555,Champions,15100.305424657534
2184,Lamar Gladman,Male,49,46,Statistician III,Health,Mass Customer,No,11,396,Sachs Road,2147,New South Wales,Australia,8,38,11,13468.26,355,Loyal Customers,9187.936273972604
2185,Gayle Gridley,Female,40,54,Human Resources Assistant II,Property,Mass Customer,No,19,1,Melby Way,2527,New South Wales,Australia,7,137,7,9578.97,145,At Risk,5721.138246575342
2186,Carolina Sexty,Female,61,54,Clinical Specialist,Health,High Net Worth,No,5,53221,Namekagon Parkway,2557,New South Wales,Australia,9,155,3,4245.21,112,Hibernating,1919.0675342465752
2187,Brunhilde Kendall,Female,52,20,Budget/Accounting Analyst I,Health,Mass Customer,No,2,6,Dovetail Circle,2200,New South Wales,Australia,9,64,7,8284.37,244,At Risk,5810.407452054795
2188,Zonnya Fayter,Female,85,45,Nurse Practicioner,N/A,Mass Customer,No,17,67,Carioca Road,4211,Queensland,Australia,9,71,6,6671.540000000001,233,At Risk,3801.8638904109594
2189,Thedric,Male,43,19,Safety Technician II,Financial Services,High Net Worth,No,4,63123,Merry Alley,4500,Queensland,Australia,8,41,10,9861.3,355,Loyal Customers,6322.038904109589
2190,Maressa Kondrachenko,Female,77,38,N/A,IT,Affluent Customer,No,13,4478,Banding Way,2830,New South Wales,Australia,3,42,8,11980.720000000001,345,Loyal Customers,9059.393753424658
2191,Alley Fitchell,Male,2,41,Payment Adjustment Coordinator,N/A,Mass Customer,Yes,4,28928,Mariners Cove Pass,3040,Victoria,Australia,11,13,4,5941.41,513,Promising,5094.962547945205
2192,Hubie Leipold,Male,93,51,Staff Accountant II,N/A,Mass Customer,No,14,3,Thierer Plaza,4815,Queensland,Australia,1,43,6,4812.76,332,Loyal Customers,3401.8961095890413
2193,Roldan Carrington,Male,66,62,Developer III,N/A,Mass Customer,Yes,6,9,Hauk Alley,3915,Victoria,Australia,4,55,4,6086.66,313,New Customers,4419.081917808219
2194,Johnette O'Fergus,Female,79,59,Electrical Engineer,Manufacturing,Affluent Customer,Yes,11,9045,Kings Avenue,4153,Queensland,Australia,11,43,8,8464.84,344,Loyal Customers,6447.193205479452
2195,Nevsa Taill,Female,94,30,GIS Technical Architect,Financial Services,Affluent Customer,Yes,13,9,Barnett Street,4179,Queensland,Australia,10,3,6,7278.62,534,Potential Loyalists,3709.1049863013695
2196,Skylar Brise,Male,66,41,Media Manager I,Retail,High Net Worth,Yes,7,6779,Melrose Way,2450,New South Wales,Australia,7,72,5,4425.25,222,Hibernating,2703.645890410959
2197,Filip Willows,Male,32,24,Programmer Analyst I,Financial Services,Mass Customer,No,7,42473,Sycamore Pass,3355,Victoria,Australia,4,120,3,2284.5600000000004,111,Hibernating,1477.140164383562
2198,Marijn Arnoll,Male,1,19,Editor,Property,Affluent Customer,Yes,1,6631,Farragut Terrace,2148,New South Wales,Australia,6,26,4,4003.11,412,Promising,3235.3902739726027
2199,Leigha Ranger,Female,89,34,Account Coordinator,Property,High Net Worth,Yes,13,886,Rusk Pass,2321,New South Wales,Australia,4,25,4,4628.71,412,Promising,3335.207479452055
2200,Teodoor Lovelace,Male,23,31,Community Outreach Specialist,N/A,Affluent Customer,Yes,16,3,Bashford Plaza,2267,New South Wales,Australia,5,80,2,1040.71,211,Hibernating,498.97054794520545
2201,Trisha Basset,Female,56,19,Design Engineer,Financial Services,Affluent Customer,Yes,1,11,Sage Place,4055,Queensland,Australia,7,31,8,11020.84,445,Champions,9541.32997260274
2202,Diannne Neissen,Female,46,40,Physical Therapy Assistant,Financial Services,Affluent Customer,Yes,8,26049,Straubel Point,2099,New South Wales,Australia,11,59,9,8331.17,354,Loyal Customers,6938.837479452055
2203,Ganny Alessandrelli,Male,13,19,Sales Associate,Health,High Net Worth,Yes,2,59929,West Alley,2026,New South Wales,Australia,10,50,5,6421.1,323,New Customers,4573.9342465753425
2204,Kacie Barthram,Female,16,50,Librarian,Entertainment,High Net Worth,No,7,94,Vernon Parkway,2762,New South Wales,Australia,9,18,8,7935.08,444,Champions,6348.064
2205,Birk Elphey,Unknown,76,44,Accounting Assistant III,IT,Mass Customer,No,8,8312,Dunning Crossing,3101,Victoria,Australia,8,101,4,4547.9,112,Hibernating,2903.18
